ccn,provider_name,state,city,zip,snfrm_achievement,snfrm_improvement,snfrm_measure_score,hai_achievement,hai_improvement,hai_measure_score,turnover_score,staffing_score,performance_score,incentive_payment_multiplier,vbp_penalty,vbp_bonus
010044,NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,AL,HAMILTON,35570,9.17634,0.00000,9.17634,8.82391,0.00000,8.82391,---,---,90.00124,1.0272499277,False,True
056114,"EAST TERRACE REHABILITATION & WELLNESS CENTRE, LP",CA,LOS ANGELES,90018,0.00000,0.00000,0.00000,6.72871,0.39109,6.72871,8.93163,2.09411,44.38611,0.9974767139,True,False
056115,IMPERIAL HEALTHCARE CENTER,CA,LA MIRADA,90638,0.00000,0.00000,0.00000,0.00000,1.79686,1.79686,5.84338,2.74450,25.96186,0.9839879032,True,False
056116,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,CA,LOS ALTOS,94024,5.24275,5.80732,5.80732,0.00000,0.00000,0.00000,3.34675,5.01817,35.4306,0.9890906895,True,False
056117,THE ROWLAND,CA,COVINA,91723,0.00000,---,0.00000,0.00000,0.00000,0.00000,8.38405,5.22452,34.02142,0.988096892,True,False
056118,GLADSTONE SUB-ACUTE AND REHAB CENTER,CA,GLENDORA,91740,0.00000,4.24362,4.24362,1.50409,5.61039,5.61039,3.26357,1.70162,37.04798,0.9903435022,True,False
056120,NORTH BAY POST ACUTE,CA,PETALUMA,94952,7.66591,0.00000,7.66591,3.78003,0.00000,3.78003,5.86051,4.19499,53.75358,1.0085204546,False,True
056121,WASHINGTON CENTER,CA,SAN LEANDRO,94578,6.32594,3.89832,6.32594,4.17497,2.77841,4.17497,9.03684,2.24655,54.46075,1.0093361283,False,True
056122,MILLBRAE CARE CENTER,CA,MILLBRAE,94030,1.10417,0.00000,1.10417,0.00000,0.00000,0.00000,1.30791,0.92493,8.34251,0.9807352468,True,False
056124,TARZANA HEALTH AND REHABILITATION CENTER,CA,TARZANA,91356,0.00000,4.64986,4.64986,0.00000,0.00000,0.00000,8.48633,2.79964,39.83956,0.9927889639,True,False
056125,ALAMITOS BELMONT HEALTH AND REHABILITATION,CA,LONG BEACH,90814,0.00000,0.00000,0.00000,0.50000,0.00000,0.50000,8.24019,2.98170,29.30472,0.9853934306,True,False
056127,LIVE OAK REHAB CENTER,CA,SAN GABRIEL,91776,6.94306,5.99097,6.94306,3.86705,4.12128,4.12128,1.62794,2.64154,38.33454,0.9914264015,True,False
056129,BURBANK HEALTHCARE & REHAB,CA,BURBANK,91506,3.65464,5.66994,5.66994,0.00000,0.00000,0.00000,6.00120,3.52629,37.99356,0.9911319721,True,False
056132,GOLDEN SAN ANDREAS CARE CENTER,CA,SAN ANDREAS,95249,1.87449,0.00000,1.87449,4.18836,6.12412,6.12412,0.90004,6.24853,37.86795,0.9910248598,True,False
056133,WEST HILLS HEALTH AND REHABILITATION CENTER,CA,CANOGA PARK,91304,0.60357,2.31457,2.31457,5.04853,3.27049,5.04853,10.00000,3.18088,51.35996,1.0056909689,False,True
056136,VILLA MESA CARE CENTER,CA,UPLAND,91786,0.00000,1.28960,1.28960,1.12923,0.00000,1.12923,2.47303,2.39991,18.22943,0.9819264515,True,False
056137,THE MEADOWS POST ACUTE,CA,PANORAMA CITY,91402,10.00000,9.00000,10.00000,5.26274,6.85146,6.85146,7.74130,3.04591,69.09668,1.0219074928,False,True
056139,ROSEVILLE POINT HEALTH & WELLNESS CENTER,CA,ROSEVILLE,95661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.63193,4.07983,0.9804826325,True,False
056143,OSAGE HEALTHCARE & WELLNESS CENTRE,CA,INGLEWOOD,90301,3.04184,1.01884,3.04184,0.00000,2.25618,2.25618,9.46354,1.04075,39.50577,0.9924780069,True,False
056144,HUNTINGTON PARK NURSING CENTER,CA,HUNTINGTON PARK,90255,3.63738,3.10104,3.63738,3.00353,4.21405,4.21405,7.51718,3.28174,46.62587,1.0000370158,False,True
056145,GARDEN GROVE POST ACUTE,CA,GARDEN GROVE,92841,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000,3.55728,33.8932,0.9880109085,True,False
056148,CASITAS CARE CENTER,CA,GRANADA HILLS,91344,7.71338,7.61304,7.71338,0.62384,2.69302,2.69302,10.00000,2.20442,56.52703,1.0116415082,False,True
056149,CALIFORNIA HEALTHCARE AND REHABILITATION CENTER,CA,VAN NUYS,91411,3.93946,0.00000,3.93946,0.00000,0.00000,0.00000,6.74500,0.00000,26.71115,0.9842706513,True,False
056150,CATERED MANOR NURSING CENTER,CA,LONG BEACH,90807,2.76780,0.61364,2.76780,0.00000,0.00000,0.00000,3.06881,2.80920,21.61451,0.9826596301,True,False
056151,"GREENFIELD CARE CENTER OF FULLERTON, LLC",CA,FULLERTON,92835,6.69923,6.60333,6.69923,1.81536,0.00000,1.81536,10.00000,3.88838,56.00743,1.0110740805,False,True
056153,NAPA POST ACUTE,CA,NAPA,94558,3.08283,0.04071,3.08283,0.00000,0.00000,0.00000,2.91760,1.26861,18.1726,0.9819159702,True,False
056155,OAKDALE NURSING AND REHABILITATION CENTER,CA,OAKDALE,95361,0.00000,0.00000,0.00000,2.32075,0.00000,2.32075,4.87595,4.67624,29.68237,0.9855769462,True,False
056157,ALVARADO CARE CENTER,CA,LOS ANGELES,90006,2.99221,0.00000,2.99221,5.86184,0.00000,5.86184,10.00000,0.00000,47.13513,1.000634899,False,True
056158,COLLEGE OAK NURSING & REHABILITATION CENTER,CA,SACRAMENTO,95841,0.70283,0.00000,0.70283,3.34827,0.00000,3.34827,0.74589,3.34995,20.36736,0.9823630991,True,False
056159,SHERMAN VILLAGE HCC,CA,NORTH HOLLYWOOD,91607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.14017,0.00000,15.35042,0.9814591382,True,False
056162,EXTENDED CARE HOSPITAL OF RIVERSIDE,CA,RIVERSIDE,92504,3.97830,0.96431,3.97830,2.20026,0.00000,2.20026,4.19038,3.30999,34.19734,0.9882160525,True,False
056164,PACIFIC PALMS HEALTHCARE,CA,LONG BEACH,90804,3.20367,1.22199,3.20367,0.00000,0.00000,0.00000,8.24019,3.47498,37.29708,0.9905472122,True,False
056166,MEADOW CREEK POST-ACUTE,CA,PARAMOUNT,90723,3.25545,4.33307,4.33307,4.98494,7.58734,7.58734,3.81359,0.00000,39.33498,0.9923208128,True,False
056167,CENTINELA SKILLED NURSING & WELLNESS CENTRE WEST,CA,INGLEWOOD,90301,6.67766,0.00000,6.67766,2.08646,0.00000,2.08646,10.00000,1.65080,51.0373,1.00530425,False,True
056168,GRANADA HILLS CONVALESCENT,CA,GRANADA HILLS,91344,7.37029,5.32311,7.37029,5.73466,7.17946,7.17946,10.00000,4.86671,73.54115,1.0239417536,False,True
056169,ALAMITOS WEST HEALTH & REHABILITATION,CA,LOS ALAMITOS,90720,0.00000,0.00000,0.00000,3.29137,0.00000,3.29137,4.28776,3.38674,27.41468,0.9845524745,True,False
056170,EXCELL HEALTH CARE CENTER,CA,OAKLAND,94619,2.53261,0.00000,2.53261,2.85627,1.78227,2.85627,8.85186,2.30666,41.3685,0.9942749091,True,False
056174,MID-WILSHIRE HEALTH CARE CNTR,CA,LOS ANGELES,90057,5.67214,2.85829,5.67214,0.00000,0.00000,0.00000,6.40515,1.41841,33.73926,0.9879086474,True,False
056176,PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,CA,SAN FRANCISCO,94115,0.00000,0.00000,0.00000,1.48401,0.00000,1.48401,2.71232,3.34689,18.85805,0.9820461245,True,False
056177,DOUBLE TREE POST ACUTE CARE CENTER,CA,SACRAMENTO,95822,3.23603,0.00000,3.23603,0.00000,0.00000,0.00000,---,3.65139,22.95808,0.9830180963,True,False
056178,VALLEY CONVALESCENT HOSPITAL,CA,WATSONVILLE,95076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,---,5.07053,16.90176,0.9816953741,True,False
056180,LAKE BALBOA CARE CENTER,CA,VAN NUYS,91406,4.28255,0.00000,4.28255,0.00000,0.00000,0.00000,7.43233,1.36380,32.69669,0.9872435215,True,False
056183,VALLEY HEALTHCARE CENTER,CA,SAN BERNARDINO,92404,---,---,---,---,---,---,8.11781,2.45416,52.85988,1.0074744594,False,True
056185,MENIFEE LAKES POST ACUTE,CA,SUN CITY,92586,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.02640,2.78105,22.01861,0.9827630091,True,False
056186,CENTINELA GRAND INC,CA,PERRIS,92571,4.60837,0.85722,4.60837,7.08349,0.00000,7.08349,10.00000,2.79514,61.21749,1.0162939416,False,True
056188,"LONG BEACH CARE CENTER, INC",CA,LONG BEACH,90815,8.16003,2.07177,8.16003,6.52120,6.12111,6.52120,5.30780,3.07198,57.65252,1.012838307,False,True
056189,SAN LUIS POST ACUTE CENTER,CA,SAN LUIS OBISPO,93401,8.92604,7.44436,8.92604,10.00000,9.00000,10.00000,2.08131,4.67695,64.21074,1.0187571453,False,True
056190,CHESTNUT RIDGE POST ACUTE LLC,CA,GLENDALE,91204,0.88624,0.00000,0.88624,2.51153,7.17561,7.17561,7.99551,2.49321,46.37642,0.999745957,True,False
056192,HARBOR POST ACUTE CARE CENTER,CA,TORRANCE,90502,1.78602,1.58545,1.78602,0.00000,0.00000,0.00000,9.27441,2.79201,34.63112,0.9885158222,True,False
056194,WINDSOR GARDENS CONVALESCENT HOSPITAL,CA,LOS ANGELES,90019,0.69851,0.00000,0.69851,0.00000,0.00000,0.00000,0.00000,1.89784,6.4909,0.9806125503,True,False
056195,LA BREA REHABILITATION CENTER,CA,LOS ANGELES,90036,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.44169,3.04837,16.22513,0.981588116,True,False
056198,KIT CARSON NURSING & REHABILITATION CENTER,CA,JACKSON,95642,4.97734,0.00000,4.97734,0.00000,0.00000,0.00000,6.01857,5.24852,40.61107,0.9935263509,True,False
056200,COMMUNITY MEMORIAL CONTINUING CARE CENTER,CA,OJAI,93023,2.18952,0.00000,2.18952,0.00000,0.00000,0.00000,5.84607,7.14031,37.93976,0.9910860057,True,False
056201,BROADWAY HEALTHCARE CENTER,CA,SAN GABRIEL,91776,5.22549,2.96205,5.22549,2.01283,3.47198,3.47198,10.00000,1.89454,51.48001,1.0058346438,False,True
056203,CITY VIEW POST ACUTE,CA,SAN FRANCISCO,94109,7.51055,5.50000,7.51055,7.49851,5.13185,7.49851,4.54883,2.23260,54.47622,1.009353833,False,True
056205,PACIFICA NURSING AND REHABILITATION CENTER,CA,PACIFICA,94044,10.00000,9.00000,10.00000,7.87003,3.97219,7.87003,8.54603,4.64188,77.64482,1.0252632526,False,True
056206,UNIVERSITY PARK HEALTHCARE CENTER,CA,LOS ANGELES,90011,5.68940,---,5.68940,4.96486,---,4.96486,5.97918,3.42297,50.14102,1.0042272383,False,True
056207,PACIFIC GARDENS NURSING AND REHABILITATION CENTER,CA,FRESNO,93727,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.75647,2.18853,24.86251,0.9836038261,True,False
056212,THE REDWOODS POST-ACUTE,CA,SAN JOSE,95125,1.26169,0.43327,1.26169,2.58851,3.25189,3.25189,6.18225,3.43668,35.33127,0.9890176779,True,False
056213,TAMPICO HEALTHCARE CENTER,CA,WALNUT CREEK,94598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.62902,4.79393,28.55739,0.9850457831,True,False
056214,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,CA,HEMET,92543,0.00000,0.00000,0.00000,0.00000,3.91382,3.91382,3.89775,4.08229,29.73465,0.9856027779,True,False
056215,NORTHBROOK HEALTHCARE CENTER,CA,WILLITS,95490,5.73687,3.31341,5.73687,6.97639,6.35177,6.97639,7.66447,4.09954,61.19319,1.0162722631,False,True
056216,GUARDIAN CARE AND REHABILITATION CENTER,CA,MANTECA,95336,2.21757,0.00000,2.21757,0.00000,3.68794,3.68794,5.64055,3.43608,37.45536,0.9906781359,True,False
056218,BELL CONVALESCENT HOSPITAL,CA,BELL,90201,1.88528,2.59123,2.59123,0.00000,0.00000,0.00000,0.00000,0.10983,6.75265,0.9806285832,True,False
056220,BRIARCREST NURSING CENTER,CA,BELL GARDENS,90201,---,---,---,---,---,---,7.93435,1.01710,44.75725,0.9978918016,True,False
056222,MARQUIS CARE AT SHASTA,CA,REDDING,96002,2.31036,0.00000,2.31036,0.00000,0.00000,0.00000,5.44383,4.41768,30.42967,0.985956112,True,False
056225,ORCHARD POST ACUTE,CA,FRESNO,93727,0.00000,0.00000,0.00000,0.77110,4.15793,4.15793,2.73508,1.02775,19.80188,0.9822392259,True,False
056228,WEST HAVEN HEALTHCARE,CA,WEST COVINA,91790,1.41489,0.00000,1.41489,0.00000,0.00000,0.00000,7.96836,3.23707,31.5508,0.986566305,True,False
056229,PALM SPRINGS HEALTHCARE & REHABILITATION CENTER,CA,PALM SPRINGS,92262,4.38828,6.52275,6.52275,0.00000,0.00000,0.00000,6.45702,1.51663,36.241,0.9897033166,True,False
056231,LASSEN NURSING & REHABILITATION CENTER,CA,SUSANVILLE,96130,6.09938,4.54247,6.09938,5.37319,7.39877,7.39877,4.08370,4.50563,55.21872,1.0101964197,False,True
056234,MARLORA POST ACUTE REHAB HOSP,CA,LONG BEACH,90804,4.22644,0.00000,4.22644,0.00000,0.00000,0.00000,0.00000,3.18784,18.53571,0.9819838985,True,False
056237,ALDEN TERRACE CONVALESCENT HOSPITAL,CA,LOS ANGELES,90006,7.26241,0.00000,7.26241,0.00000,0.00000,0.00000,8.08457,5.77335,52.80083,1.0074048317,False,True
056238,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,CA,VALLEJO,94589,0.00000,0.00000,0.00000,1.78858,0.00000,1.78858,4.68951,2.94249,23.55145,0.9831903688,True,False
056242,WESTLAKE CONVALESCENT HOSPITAL,CA,LOS ANGELES,90057,---,---,---,---,---,---,10.00000,2.67039,63.35194,1.0180927557,False,True
056243,WESTERN SLOPE HEALTH CENTER,CA,PLACERVILLE,95667,5.06581,5.62337,5.62337,0.00000,0.00000,0.00000,1.66317,2.89114,25.44422,0.983802622,True,False
056244,GRAND PARK CONVALESCENT HOSPITAL,CA,LOS ANGELES,90057,10.00000,9.00000,10.00000,10.00000,9.00000,10.00000,0.00000,0.00000,50.0,1.0040576163,False,True
056245,CALIFORNIA PACIFIC MEDICAL CTR- DAVIES CAMPUS HOSP,CA,SAN FRANCISCO,94117,7.84069,0.00000,7.84069,7.17386,0.00000,7.17386,10.00000,10.00000,87.53636,1.0270135913,False,True
056250,SHERMAN OAKS HEALTH & REHAB,CA,SHERMAN OAKS,91423,0.00000,4.54617,4.54617,0.00000,2.28219,2.28219,5.40200,2.45019,36.70136,0.9900648358,True,False
056253,BERKLEY POST-ACUTE,CA,VAN NUYS,91411,0.00000,0.00000,0.00000,0.00000,3.18921,3.18921,5.50574,2.88004,28.93746,0.9852200453,True,False
056258,"RIVER VALLEY HEALTHCARE & WELLNESS CENTRE, LP",CA,REDDING,96001,5.53404,0.00000,5.53404,6.05597,6.41269,6.41269,0.75177,2.96737,39.16467,0.9921653609,True,False
056260,BAYBERRY SKILLED NURSING & HEALTHCARE CENTER,CA,CONCORD,94520,0.00000,0.00000,0.00000,2.92655,3.16452,3.16452,6.58082,8.03029,44.43908,0.9975356984,True,False
056261,ORCHARDS AT TULARE,CA,TULARE,93274,---,---,---,1.20956,---,1.20956,3.02770,3.42522,25.5416,0.9838368664,True,False
056266,KEYSTONE POST-ACUTE,CA,FRESNO,93726,1.17754,---,1.17754,5.86854,---,5.86854,0.00000,2.86296,24.77259,0.9835739626,True,False
056267,CAMINO HEALTHCARE,CA,HAWTHORNE,90250,0.00000,---,0.00000,0.00000,0.00000,0.00000,3.59632,3.09957,16.73971,0.9816690679,True,False
056271,MISSION PALMS HEALTHCARE CENTER,CA,WESTMINSTER,92683,5.50384,3.01994,5.50384,0.00000,4.32260,4.32260,9.19759,1.65136,51.68848,1.0060838413,False,True
056272,SAN FRANCISCO HEALTH CARE,CA,SAN FRANCISCO,94117,7.89247,5.63389,7.89247,4.38583,5.04908,5.04908,3.23665,3.58648,49.41172,1.0033501909,False,True
056274,RED BLUFF HEALTH CARE CENTER,CA,RED BLUFF,96080,5.62683,0.00000,5.62683,7.60227,7.20909,7.60227,2.62717,5.15269,52.5224,1.0070757766,False,True
056279,SIERRA VIEW HOMES,CA,REEDLEY,93654,4.02793,0.00000,4.02793,1.91911,0.00000,1.91911,8.19394,2.76566,42.26661,0.9951927345,True,False
056280,BAY MARINA POST ACUTE,CA,OAKLAND,94602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.72986,1.49312,18.05745,0.9818948974,True,False
056281,COUNTRYSIDE CARE CENTER,CA,FRESNO,93706,---,---,---,3.96411,---,3.96411,3.70667,3.81659,38.29122,0.9913886973,True,False
056283,BIXBY TOWERS POST-ACUTE REHAB,CA,LONG BEACH,90807,5.34848,---,5.34848,0.54016,---,0.54016,1.16208,2.11628,22.91751,0.9830066421,True,False
056288,HANFORD POST ACUTE,CA,HANFORD,93230,1.25090,0.00000,1.25090,0.00000,1.08302,1.08302,1.91396,2.74232,17.4755,0.9817917613,True,False
056291,CASA BONITA CONVALESCENT HOSPITAL,CA,SAN DIMAS,91773,3.71506,3.78967,3.78967,3.38174,0.30945,3.38174,3.08275,1.76814,30.05576,0.9857637029,True,False
056293,ALCOTT REHABILITATION HOSPITAL,CA,LOS ANGELES,90019,4.72489,3.26620,4.72489,3.35496,5.07590,5.07590,7.89055,2.07938,49.42681,1.0033683253,False,True
056294,SAN JOAQUIN NURSING CENTER AND REHABILITATION CENT,CA,BAKERSFIELD,93301,0.00000,2.20499,2.20499,0.00000,3.47615,3.47615,6.02640,2.06561,34.43286,0.98837776,True,False
056296,CRESCENT CITY SKILLED NURSING,CA,CRESCENT CITY,95531,2.97710,0.00000,2.97710,0.00000,0.00000,0.00000,0.00000,0.00000,7.44276,0.9806728664,True,False
056298,WE CARE SKILLED NURSING - FREMONT,CA,FREMONT,94536,0.00000,3.17477,3.17477,0.00000,0.00000,0.00000,---,3.15625,21.1034,0.9825340881,True,False
056300,"GRANADA REHABILITATION & WELLNESS CENTER, LP",CA,EUREKA,95503,4.48538,0.00000,4.48538,0.00000,0.00000,0.00000,4.19038,3.22042,29.74043,0.98560564,True,False
056301,GOLDEN MODESTO CARE CENTER,CA,MODESTO,95355,2.46356,4.18546,4.18546,5.15563,6.79696,6.79696,2.98581,3.16693,42.8379,0.9957927743,True,False
056304,MISSION CARMICHAEL HEALTHCARE CENTER,CA,CARMICHAEL,95608,4.07972,2.15067,4.07972,2.81945,4.92936,4.92936,6.57642,2.69931,45.712,0.9989772739,True,False
056308,HERITAGE REHABILITATION CENTER,CA,TORRANCE,90502,2.54124,0.00000,2.54124,2.41112,0.00000,2.41112,10.00000,4.25311,48.01367,1.0016761186,False,True
056311,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF,CA,LOS ANGELES,90029,---,---,---,---,---,---,10.00000,0.00000,50.0,1.0040576163,False,True
056313,"PACIFIC VILLA, INC",CA,LONG BEACH,90807,4.95145,0.00000,4.95145,4.39587,0.00000,4.39587,9.46354,2.85537,54.16559,1.0089971083,False,True
056315,WINDSOR CYPRESS GARDENS,CA,RIVERSIDE,92503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.70615,2.66406,18.42553,0.9819630459,True,False
056316,CAMELLIA GARDENS CARE CENTER,CA,PASADENA,91103,7.28614,---,7.28614,0.00000,0.00000,0.00000,4.85882,0.61287,31.8946,0.986763697,True,False
056317,GOLDEN HAVEN CARE CENTER,CA,GLENDALE,91202,4.54795,---,4.54795,2.72239,---,2.72239,2.88212,1.62441,29.44218,0.9854596084,True,False
056321,OLYMPIA CONVALESCENT HOSPITAL,CA,LOS ANGELES,90006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.46354,2.25987,29.30853,0.985395255,True,False
056322,MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER,CA,MONTROSE,91020,8.53333,0.00000,8.53333,2.53161,0.58733,2.53161,7.68772,2.51025,53.15726,1.007824183,False,True
056324,WINDSOR HAMPTON CARE CENTER,CA,STOCKTON,95204,5.24275,4.78103,5.24275,0.63053,3.33578,3.33578,5.66697,2.17233,41.04458,0.9939518484,True,False
056326,BURLINGTON CONVALESCENT HOSPITAL,CA,LOS ANGELES,90057,5.08092,3.15748,5.08092,5.56396,6.18826,6.18826,7.80565,3.59513,56.67487,1.0118012954,False,True
056327,WALNUT CREEK SKILLED NURSING & REHABILITATION CENT,CA,WALNUT CREEK,94595,1.54004,3.16260,3.16260,0.00000,1.93792,1.93792,5.28431,1.51502,29.74962,0.9856101926,True,False
056328,PREMIER CARE CENTER FOR PALM SPRINGS,CA,PALM SPRINGS,92264,7.85147,8.47353,8.47353,3.17758,5.28630,5.28630,4.11135,2.66006,51.32811,1.0056528332,False,True
056330,REO VISTA HEALTHCARE CENTER,CA,SAN DIEGO,92139,5.78650,3.89596,5.78650,0.00000,0.00000,0.00000,6.35541,0.76563,32.26886,0.9869841899,True,False
056331,BEACON HEALTHCARE CENTER,CA,WEST COVINA,91790,0.00000,1.82496,1.82496,0.00000,1.19675,1.19675,5.69927,3.06966,29.47659,0.9854762864,True,False
056333,MOUNTAIN VIEW CONV HOSP,CA,SYLMAR,91342,5.07660,---,5.07660,0.61380,---,0.61380,8.62187,1.55666,39.67233,0.9926325546,True,False
056334,BEACHWOOD POST-ACUTE & REHAB,CA,SANTA MONICA,90404,0.00000,0.56873,0.56873,0.00000,3.99784,3.99784,6.78757,0.00000,28.38535,0.9849686075,True,False
056337,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,CA,PANORAMA CITY,91402,1.53572,0.00000,1.53572,0.00000,1.00551,1.00551,9.18119,2.70599,36.07102,0.9895723123,True,False
056338,MORNING STAR POST ACUTE,CA,CLOVIS,93612,8.26145,8.64354,8.64354,5.73801,6.58733,6.58733,4.70615,0.00000,49.84254,1.0038682175,False,True
056345,SAN LEANDRO HEALTHCARE CENTER,CA,SAN LEANDRO,94577,0.84524,0.00000,0.84524,2.17683,3.97335,3.97335,5.57106,5.38437,39.43508,0.9924127833,True,False
056346,BRIDGEVIEW POST ACUTE,CA,YUBA CITY,95991,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.56525,3.48159,17.61708,0.9818163444,True,False
056348,"BAY VIEW REHABILITATION HOSPITAL, LLC",CA,ALAMEDA,94501,3.46044,0.00000,3.46044,0.57698,1.56548,1.56548,---,3.02356,26.83158,0.9843177491,True,False
056350,LAKE MERRITT HEALTHCARE CENTER LLC,CA,OAKLAND,94610,2.59950,0.37589,2.59950,0.00000,1.17817,1.17817,5.34866,3.28184,31.02043,0.9862713335,True,False
056351,CHATSWORTH PARK HEALTH CARE CENTER,CA,CHATSWORTH,91311,0.00000,0.00000,0.00000,0.00000,0.45930,0.45930,7.03616,2.72067,25.54034,0.9838364206,True,False
056353,ATTERDAG CARE CENTER,CA,SOLVANG,93463,7.22788,0.00000,7.22788,7.37802,4.86888,7.37802,7.42470,7.07277,72.75841,1.0236336054,False,True
056359,SAN PABLO HEALTHCARE & WELLNESS CENTER,CA,SAN PABLO,94806,0.78482,0.00000,0.78482,1.12588,0.00000,1.12588,6.53801,2.01002,26.14682,0.9840560729,True,False
056360,ARBOR GLEN CARE CENTER,CA,GLENDORA,91740,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.85640,2.81679,16.68298,0.9816599506,True,False
056361,"FORTUNA REHABILITATION AND WELLNESS CENTER, LP",CA,FORTUNA,95540,2.06437,0.00000,2.06437,0.00000,1.31394,1.31394,0.00000,4.53322,19.77883,0.9822343109,True,False
056362,MESA VERDE POST ACUTE CARE CENTER,CA,COSTA MESA,92627,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.70117,2.15360,24.63694,0.9835293423,True,False
056363,GRAND VALLEY HEALTH CARE CENTER,CA,VAN NUYS,91405,5.47579,1.12174,5.47579,5.35980,6.74499,6.74499,6.13258,3.34552,54.2472,1.0090910496,False,True
056364,SUMMERFIELD HEALTH CARE CENTER,CA,SANTA ROSA,95405,7.30340,0.00000,7.30340,3.90721,0.00000,3.90721,5.14582,2.09474,46.12796,0.9994573455,True,False
056365,YUCAIPA HILLS POST ACUTE,CA,YUCAIPA,92399,0.99844,0.00000,0.99844,3.13406,2.58112,3.13406,2.43019,2.20716,21.92464,0.982738636,True,False
056367,THE REHABILITATION CENTER OF NORTH HILLS,CA,NORTH HILLS,91343,0.00000,2.27401,2.27401,0.00000,0.00000,0.00000,8.96759,1.27926,31.30214,0.9864265818,True,False
056370,BETHESDA HOME,CA,HAYWARD,94541,---,---,---,---,---,---,0.00000,3.55728,17.7864,0.9818461706,True,False
056372,BROOKSIDE HEALTHCARE CENTER,CA,REDLANDS,92373,8.30245,8.63511,8.63511,1.61119,2.86243,2.86243,3.23029,2.76748,43.73829,0.9967623492,True,False
056376,A GRACE SUB ACUTE & SKILLED CARE,CA,SAN JOSE,95128,1.93275,---,1.93275,0.00000,0.38326,0.38326,10.00000,0.00000,30.79003,0.9861467429,True,False
056377,THE REHABILITATION CENTER ON PICO,CA,LOS ANGELES,90019,3.07420,3.02468,3.07420,2.98345,0.00000,2.98345,2.47303,4.13658,31.66817,0.9866331425,True,False
056378,OCEAN RIDGE POST ACUTE,CA,LONG BEACH,90804,1.28542,1.12376,1.28542,2.14336,3.11789,3.11789,0.78627,0.97441,15.40995,0.9814675842,True,False
056379,OXNARD MANOR HEALTHCARE CENTER,CA,OXNARD,93036,3.36982,0.00000,3.36982,0.00000,0.00000,0.00000,4.02645,0.81033,20.5165,0.982396838,True,False
056380,"LOS FELIZ HEALTHCARE & WELLNESS CENTER, LP",CA,LOS ANGELES,90039,6.27631,3.76047,6.27631,0.00000,---,0.00000,4.47591,1.43331,30.46385,0.9859739734,True,False
056381,DELTA VIEW POST ACUTE,CA,ANTIOCH,94509,3.01594,0.00000,3.01594,0.73429,0.00000,0.73429,5.63223,3.50875,32.22803,0.98695985,True,False
056382,THE GROVE POST-ACUTE CARE CENTER,CA,SYLMAR,91342,5.61820,5.70864,5.70864,0.00000,0.00000,0.00000,10.00000,1.97090,44.19886,0.9972688626,True,False
056388,PARADISE VALLEY HEALTH CARE,CA,NATIONAL CITY,91950,6.97543,0.00000,6.97543,0.00000,0.00000,0.00000,10.00000,1.24562,45.55263,0.9987944222,True,False
056389,VALE HEALTHCARE CENTER,CA,SAN PABLO,94806,9.40722,9.00000,9.40722,4.13146,2.03259,4.13146,5.61217,3.69138,57.10556,1.0122624212,False,True
056391,GOLDEN EMPIRE,CA,GRASS VALLEY,95945,2.54987,0.00000,2.54987,3.50223,0.00000,3.50223,4.04798,3.78004,34.70031,0.9885644225,True,False
056392,PLEASANTON NURSING AND REHABILITATION CENTER,CA,PLEASANTON,94566,5.73687,3.06695,5.73687,3.59595,0.00000,3.59595,5.42157,5.04020,49.48648,1.0034400449,False,True
056394,GOLDEN PAVILION HEALTHCARE,CA,DALY CITY,94015,2.24994,0.00000,2.24994,0.00000,0.00000,0.00000,---,3.36362,18.71186,0.9820176747,True,False
056399,LA CASA VIA TRANSITIONAL CARE CENTER,CA,WALNUT CREEK,94598,5.93754,0.00000,5.93754,6.58479,0.00000,6.58479,5.27844,1.96247,49.4081,1.00334584,False,True
056401,MISSION HILLS POST ACUTE CARE,CA,SAN DIEGO,92103,2.48082,1.77866,2.48082,4.19840,2.89174,4.19840,4.08370,2.83295,33.98969,0.9880755443,True,False
